,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
1347,"137.87442242217898,122.01212913424125","76.34964737354086,135.33093689202335","137.2401811770428,119.45286660992218","161.63623236867704,132.68360894941634","140.13601957684824,119.80367673881324","140.46812682392996,133.16453368190662","148.27585420719845,132.9678532344358","164.26123236867704,152.53667619163426","133.94923394941634,119.31715862110894","121.6298030155642,96.16199537937743","121.52902328550584,96.6602626459144","164.24626094357976,177.77521583171207","156.3923425340467,177.91796875","156.00775170233464,189.92161660992218","143.93736320525292,188.7984101410506","158.51968324416342,218.7266688959144","150.8729176799611,219.12351045719845",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\3_75.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,3
1352,"142.1039640077821,118.80716500486382","76.57334478356032,137.38325328307394","145.0492461089494,118.16546844601167","143.10236806906616,119.21121868920234","143.82415795233464,119.92304535505836","141.7457745622568,129.1684703307393","148.63389165856032,127.7468841196498","134.82116366731518,111.58178805933852","136.14478964007782,112.46126428745136","118.03882690904669,90.74512098735408","116.92880593385215,90.02551222033074","162.1237840466926,174.9461332684825","158.3970087548638,175.0866518725681","154.19099586575877,188.36519637645915","143.54754377431908,188.14649197470817","157.61682271400778,218.78757295719845","151.31549428501947,219.208672786965",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\4_78.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,4
1354,"169.38343567607004,136.99309946498056","166.825860286965,131.71084630350194","143.65637159533074,111.4074887524319","140.15792193579767,105.10770306420234","143.26138436284046,105.88479602383269","141.0728508025292,121.8549671692607","146.57104207198444,120.46694126945525","149.32779061284046,141.80588825389106","129.6554900291829,103.75680173881324","120.16570403696498,88.89092898832685","143.76378587062257,158.48768847276264","161.92904912451363,170.4115849951362","157.60109131809338,171.32227322470817","151.2944734922179,190.3127887889105","142.6303349951362,189.091530885214","156.7602140077821,220.15217655642024","152.2397555933852,219.5650079036965",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\5_81.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,5
1351,"144.7596820282101,97.60361442120623","141.69041828793775,95.97058912937743","143.58663667315176,93.90098340223736","140.36092534046693,96.69756201361868","144.1548516536965,95.67844114785993","138.67204219357976,112.47787724951363","146.85533195525292,113.21610530155642","122.36748388861868,108.55196680447472","151.6799762889105,140.08861259727627","146.26328428988327,154.51179474708172","147.37633754863813,155.55183000972764","156.43423212548637,163.86198929961088","159.12006018968873,163.32426434824902","146.83080009727627,188.46958596789884","140.45160505836577,186.4585663910506","155.0995865758755,218.08476714494165","150.8659715466926,219.64630958171207",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\6_84.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,6
1353,"141.25712852626458,92.23950480301556","75.44874756809338,136.65625","143.1842473249027,84.91193458171206","142.3197045233463,88.97231426313229","148.47840162937743,87.53417588764592","142.88728112840468,105.4695175705253","147.54602383268482,102.96311101653697","135.14378647859922,111.2455693701362","133.11112293287937,109.30043166342412","144.29993008268482,149.4315874270428","147.24299306906616,151.16850072957197","156.12612475680933,156.33452395428014","162.30556906614785,155.9152784533074","148.71359739785993,189.3401325389105","141.34716986867704,186.45127067120623","157.50180873054475,218.59692667801556","151.53962487840468,219.52793652723736",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\7_87.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,7
1357,"143.8819917315175,78.67345573929961","76.033203125,135.72192667801556","145.3692698200389,74.45109587791829","70.18943792558366,138.4590679717899","147.3887554717899,78.33775383025292","148.1034624270428,96.78365910749028","150.8570038910506,94.5548470938716","137.5650079036965,108.93969631566148","135.77320950875486,105.58610469357977","122.09191087062257,106.23879803015565","121.77693336575875,108.90142418531128","155.22385700389106,145.80183000972764","160.83926617217898,146.33391597762648","140.86355483949416,184.92357733463035","149.50484861381324,182.72905520428017","155.3557575389105,218.1667527966926","151.83937256809338,217.00834447957197",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\8_90.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,8
1356,"141.87068336575877,74.83373358463035","138.569157344358,66.29890412208171","144.1978508025292,70.34449477140078","141.5210663910506,72.44554809095331","152.85373601653697,72.30888253891051","151.28976167315176,90.63859587791829","153.0885821984436,89.9392935311284","141.11274927042803,112.10796905398833","139.82180204280155,107.56558548151752","131.57715223735408,112.63642996108949","130.48562135214007,112.68102504863813","157.12942303015564,140.6318853356031","161.85142570525292,141.75624696011673","140.13334447957197,182.57715223735408","142.37244649805447,182.53216196498056","152.95721364299612,219.65506444552528","151.75557818579767,217.63557879377433",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped\9_93.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_flipped,9
1374,"124.95931116245136,118.1198245987354","121.81297118190662,114.05560706468872","124.96365059581713,114.46024592655642","114.31884575632296,116.85712548638132","103.18439931906615,125.13898346303502","109.37094175583658,131.70703125","115.83577030642023,130.2425826848249","111.59719266780156,149.03900170233464","105.9996580131323,145.60565114299612","113.61971060311284,166.10144090466926","137.02255593385215,104.11782587548639","103.44413454523347,175.2788484922179","94.8374422422179,174.37863266050584","110.06042527966926,191.82044929474708","99.19814719114787,191.88718993190662","101.96840801313229,219.78082441634243","97.62950662694553,216.6854936770428",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\0_66.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,0
1375,"123.48701969844358,117.88783590710116","121.67161660992218,113.65254894212062","126.43360894941634,114.56493190661479","115.29388071498055,115.79395671206225","114.37473401021401,119.11887463521401","113.48824325145914,129.24492339494162","113.57342078064202,128.05859375","111.21470695525292,148.6046479815175","109.13696954036965,144.4057484192607","113.84013253891051,165.52874209630352","135.68836636673151,104.70177225194553","103.83673546935798,175.01972884241246","94.9535733827821,173.95513132295721","109.7680797057393,190.59780824416342","99.69984192607004,191.23384302042803","104.51054839494164,216.92135821984436","97.75605696741245,216.1734557392996",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\1_69.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,1
1376,"254.38206772859922,137.26006201361866","116.3210496716926,114.01848249027238","254.35276325389106,133.73198869163426","113.66404730058366,115.61949781128405","110.483265442607,123.67480088764592","107.94174823686771,130.93894394455253","112.66885791585604,129.9952729815175","110.33917497568093,146.4703611381323","129.0489877188716,122.99574416342412","113.01785931420234,163.30330435311285","133.23309824902725,102.24357824659533","102.68629924610894,176.88612597276264","96.6920142266537,175.03080921692606","109.65982186284047,189.1115637159533","100.683016172179,189.21437256809338","102.53045203064202,218.6460663910506","98.99676252431907,216.12487840466926",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\2_72.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,2
1383,"254.31435432879377,137.1312317607004","251.75376945525292,134.62644394455253","254.10901021400778,133.47162268968873","109.50692333414398,126.01790491245136","107.35359162208171,130.1778179717899","221.28039883268482,155.77462305447472","110.91441968628405,130.09387159533074","119.11417041585604,120.44772920719845","124.558016172179,122.96033712305447","137.79746777723736,99.17466409289884","137.88965223735408,100.23669291099222","102.15586241488327,174.0138618677043","95.33242643482491,173.4064627918288","109.78387949902724,187.94599647373542","100.69453732976653,187.68290977626458","101.705078125,217.2435554474708","99.49221789883269,215.6007721303502",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\3_75.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,3
1379,"253.75180873054475,136.91629681420233","251.18930873054475,134.39691755836577","253.62085055933852,133.1235712548638","247.19473492217898,137.64285931420233","108.18928593142023,126.23146431177042","109.67446650048639,126.78460907101167","110.72274744649806,128.81994771400778","116.13651355787938,121.05631383754864","123.5416995987354,113.61426921206225","137.5871534533074,94.15835511916343","136.69870196984436,95.81157283560312","100.27852170476653,171.69427893968873","95.36361563715954,170.96263983463035","111.10188168774319,188.8123176070039","103.6433988934825,188.17635882782102","102.63200693093385,217.46490454766538","100.62838946984436,216.18949112354085",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\4_78.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,4
1381,"252.58336879863813,137.5654030885214","116.43354815175097,104.69313898346303","252.51109557392996,133.96393178501947","114.50531219601167,103.09574112354086","116.41380410992218,104.16737597276264","112.07252401507782,118.84645549610894","114.51796571011673,117.77329310554475","117.17819795719845,117.94122385700389","116.83531432392996,121.708140807393","139.08431116245137,93.86531797178988","135.89820950875486,91.43528848492218","101.80682301799611,166.6126276750973","98.43963551799611,165.14399927042803","109.92407891536965,188.4516506566148","102.675203672179,188.46317181420233","104.80632903696498,218.03959447957197","101.05230879134241,216.39035141050584",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\5_81.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,5
1380,"118.53612901264592,99.5012159533074","113.10823504377431,99.11085694309338","112.2552285992218,99.71295902237354","112.40672878161479,97.8901006201362","113.30892813715954,98.40521643968872","109.76632417315176,113.81358675826849","115.06924854085604,113.57177924367704","121.34923698929961,109.2592412451362","121.00128435068093,107.26167315175097","135.9316634241245,90.0702061040856","136.14605119163426,90.33944096546692","100.16172938959144,161.69938594357976","99.4082563229572,161.44967473249028","110.45741883511673,189.56737901264592","109.55481669503891,189.72026994163426","104.89421206225681,218.6998723249027","101.78106000729572,217.58197045233464",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\6_84.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,6
1395,"254.02761733949416,137.97251945525292","251.5679413910506,135.28515625","254.27758694066148,134.10674550097278","247.8266202577821,138.6342412451362","110.91754316634241,90.59333201605058","221.45443214980546,157.2405763618677","108.27447866001945,103.23873723249028","113.73526416585604,111.41690479085604","111.1466439688716,111.85298364542801","109.75970482733463,150.86065175097278","136.9889348249027,96.43096425097276","98.8142935311284,157.86688351167317","96.97180508268482,157.57040369649806","110.36347884241245,190.48127431906616","105.41109101410505,191.40640199416342","101.0302468385214,221.14647677529183","99.14798151750973,220.4663484922179",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\7_87.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,7
1384,"122.76061679231518,82.10353842412451","119.40784593871595,76.95187104815176","253.58519272859922,134.09940418287937","101.05742339494164,81.58293561527238","105.57915856031128,78.48394941634241","101.80623784046693,95.7377796692607","102.38505441391051,95.50408104328794","119.87235530155642,109.68985590953308","120.12137493920234,110.31237080496109","141.2263801070039,100.41502006322958","137.68769759241246,97.78593142023347","97.52060280885215,154.73182149805447","97.87610195768482,154.07078368190662","110.6686527237354,187.20546571011673","109.68017388132296,187.3501641536965","101.64445525291829,218.924671692607","101.59577912208171,218.42816755836577",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\8_90.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,8
1382,"118.7292527966926,71.80990089980544","116.1571999635214,67.12376884727627","253.38828428988327,133.29333353599222","103.08790582441634,67.00152754134241","107.89460724708171,66.64839950145914","102.12593476410505,83.59940418287938","105.31357915856032,86.07684064931907","113.71678927529183,111.59735986138132","114.99772008754864,109.15568002188716","87.92313655155642,158.06313837548637","89.6744892996109,157.18169382295721","99.70873358463035,145.17964190175098","99.65970026750973,144.10724708171207","109.28513345087549,183.27593020428017","111.99043956712062,183.1396978356031","101.26019120865759,218.98425340466926","103.46906918774319,217.95517692120623",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\9_93.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,9
1364,"167.86276446984436,137.68727200875486","165.51687135214007,134.8014348249027","132.09505714980546,124.41326453064202","141.04828854571986,124.1838065418288","137.21954036964982,122.88311648832685","139.85777906128405,132.36931541828793","146.39164336089493,131.50383025291828","155.2270640807393,155.06607186284046","152.06677103599222,155.5118251459144","124.78283073929961,106.6314673516537","141.99141232976655,166.50123115272373","161.60996777723736,176.83210724708172","154.09943458171207,175.85443518968873","159.18511369163426,190.85128891050584","145.55175401264592,191.41479207198444","159.13867947470817,219.4765625","151.07160445038912,219.0874726410506",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\0_67.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,0
1366,"136.3154030885214,123.59987536478599","165.53044443093384,134.60366001945525","135.12784229085602,121.9540217655642","141.6850984922179,122.04072683608949","137.4069643725681,120.98724008998055","139.15489725194553,132.74439141536965","146.72840162937743,132.3093081225681","155.42231578307394,154.73323504377433","151.2964798151751,155.1308365758755","124.93009788424125,104.64814871108949","140.9242005107004,166.10487597276264","162.34329401750972,177.16479207198444","154.12656553988327,175.7322622811284","158.95431055447472,190.80790977626458","144.79573504377433,191.32079888132296","158.51950085116732,219.56053927529183","150.67611563715954,219.24019637645915",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\1_70.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,1
1368,"169.59545233463035,138.62004499027236","165.50521339980546,134.8617461089494","137.3351167315175,118.06797178988327","162.81329036964982,135.6494710603113","139.18949112354085,121.06600346546693","141.94228781614785,134.16673759727627","147.68955192120623,134.33321680447472","155.27138557879377,152.8279122081712","152.31646704766538,153.2112566877432","124.73312864785993,100.48946680447472","142.01757052529183,167.01196194066148","163.04900291828795,178.50629255836577","156.6212001459144,177.65670598249028","157.63147495136187,190.94002310311285","144.67641962548637,191.153985286965","158.98098553015564,219.8293409533074","150.2632538910506,219.470391536965",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\2_73.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,2
1367,"141.38618677042803,121.49245348978599","139.82610347762648,114.68477170476653","136.8131535749027,115.75534259484436","142.91182818579767,117.8319248540856","140.306374635214,117.86838065418289","141.08418956712063,130.22472337062257","147.6905854815175,129.7973765807393","130.47335542315176,110.69114026021401","133.8454675340467,111.94386855544747","121.9576924246109,90.8092245257782","144.69940114299612,164.7574933122568","162.6554596303502,176.2053745136187","155.8401629377432,175.33931177042803","156.58794382295721,190.2569157344358","143.44149744649806,189.86136612354085","159.2339798151751,219.57687864785993","151.08899258268482,219.3704097762646",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\3_76.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,3
1369,"142.2892752918288,117.46574811527238","142.52897008754863,109.95567090223736","140.00145914396887,111.46327061040856","138.85799185311285,111.9895732003891","141.16140260214007,112.57631626945525","140.35461758268482,125.56139804231518","146.5682757782101,124.50359466196498","131.58154486867704,104.84632630107004","147.03942728599222,149.60419199902725","118.68844236381324,89.39337609435798","145.21680447470817,161.41012585116732","162.3333991974708,172.90009423638134","157.43669443093384,173.36820586089493","151.79959569552528,189.12588156614785","142.5492005107004,188.0879134241245","156.89399927042803,218.2582380836576","150.13866427529183,218.93024987840468",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\4_79.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,4
1371,"168.1577851410506,137.16038424124514","76.0461910262646,136.7247689688716","168.25954523346303,131.18055386673151","147.07054049124514,122.0084736746109","150.2804900291829,120.92474008998055","143.47554413910507,125.89685676070039","149.52331590466926,124.47786205009727","135.0841743677043,110.1795811040856","148.94934034533074,143.3080465710117","120.48217868433852,91.33232763861868","144.67819795719845,156.8664275291829","162.71171267023345,167.53804413910507","159.6193762159533,168.4992856274319","149.01484982976655,185.87275048638134","140.88364846789884,186.49914883268482","155.49162512159532,218.33589190175098","151.64378647859922,218.9188959143969",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\5_82.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,5
1373,"143.1722701848249,89.70279821254864","72.23608493433852,134.77492704280155","142.7250577577821,84.79871412937743","143.9545537451362,96.37313807149806","147.49962001459144,88.30643543287938","142.40658438715954,107.74382903696498","148.3093537208171,105.48065114299611","139.7034137889105,115.2331362475681","133.81657344357976,110.22008754863813","115.75905885214009,92.47261065175097","114.44038788910505,92.73264986624514","156.50685493677042,159.91901750972764","161.32943214980546,159.24692971789884","142.75083596789884,189.84297482976655","142.96862840466926,189.86203489785993","155.64498723249028,218.30696741245137","151.0054109922179,220.32698504377433",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\6_85.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,6
1370,"144.34647069552528,84.72682089007782","73.05703580982491,134.74990880350194","145.02743494649806,81.61451240272373","69.00336667071984,136.89450085116732","150.6852048881323,81.4276811770428","146.72750486381324,97.52593020428016","149.73396461575877,97.089266172179","136.75965162937743,109.95621048151752","134.9065691877432,108.47743646643968","140.5944643725681,148.16985347762648","115.54717138861868,103.24030277237354","155.4141688959144,146.11001337548637","160.61852504863813,145.8404973249027","142.58551191634243,186.5088460603113","140.95780642023345,184.55673942120623","156.74531857976655,217.25124635214007","151.45970634727627,218.4169199902724",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\7_88.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,7
1378,"143.41874392023345,76.24834326361868","137.9990728356031,65.805797057393","145.7686040856031,69.30977170476653","141.53158438715954,66.48890442607004","148.03132599708172,73.08551191634241","151.54933730544747,95.72422178988327","153.65763314688715,94.13432484192607","141.02285992217898,111.03036083414398","139.4471060311284,108.06506870136187","123.44799519698444,103.3687454401751","122.75320707684826,102.55190600680935","155.00772130350194,145.12465041342412","161.3047938959144,145.96762524319067","141.3230027966926,184.7478872811284","141.81122324902725,183.20782161964982","154.73417740758754,219.4858797422179","151.74761369163426,218.20687925583658",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\8_91.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,8
1377,"141.5631079766537,71.38062378404669","138.42683000972764,64.82634666828794","143.57216682879377,67.73307544990273","143.3644972033074,68.51424185311284","151.9406918774319,68.83813381566148","151.80093324416342,89.44524410262646","153.82014530642024,88.35330283317121","139.6845209143969,114.53432788180935","142.5174945282101,110.60680629863813","124.77509423638132,113.43015108219845","119.85983858219845,110.73132751702335","160.19221181906616,141.9295811040856","161.0501276750973,142.0662998540856","142.3236715710117,182.9643421692607","142.31660384241246,182.64659837062257","149.13247811284046,216.6702638618677","152.03012524319067,216.9553137159533",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\9_94.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,9
1497,"123.99847245865759,118.21933517752919","121.25548698929961,114.07640746595331","123.90618160262646,114.54792375972762","114.1626641536965,116.01475103356032","103.65105939931907,125.44449173151752","112.56237840466926,130.32283560311285","115.26994923394942,129.03831772859922","111.52761733949417,147.9657709143969","107.59029973249028,145.66426009241246","112.93412572957199,165.85838703793775","135.51703854571986,104.49555417071984","103.45918956712062,175.4592199659533","95.28174398103113,174.39504803015564","110.22520215223736,191.40080860894943","99.81702182636187,191.8600893725681","104.0711332684825,217.34223005836577","97.40575601896887,216.80602504863813",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\0_67.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,0
1501,"120.98667011186771,118.58366518725681","119.02451665856032,115.01825449902724","120.26545020671206,115.49496899319067","117.22929839494164,116.5389561040856","113.78567303015565,119.27760973978599","112.8582426434825,130.1465071741245","114.72121990515565,127.67679961089495","112.2713779790856,148.19195342898834","108.46286022616732,144.60501276750972","112.9329857733463,165.64713035019454","136.23546935797665,104.64295051070039","104.04802255593385,175.17442850194553","94.8357779061284,173.7820099708171","110.47692728599222,191.4940114299611","100.32268360894942,191.42503647859922","102.22695768482491,219.4173151750973","97.48096273103113,216.34788424124514",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_70.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
1496,"254.44883876459144,136.73937560797665","252.10703428988327,134.23182149805447","254.5561618433852,133.27153757295721","112.59973857003891,119.52731335116732","108.63059338521401,124.10393360894942","106.5704720938716,131.4516202577821","111.9867765077821,130.05135882782102","120.95447774805447,118.46085390321012","128.72973917801556,120.4234329401751","112.93949872324903,164.3970695525292","136.39729754377433,100.07603508025292","102.33956256079766,176.92281736381324","96.65279973249028,175.2420051070039","110.47669169503891,189.81487110894943","100.60044534289884,189.13118616245137","104.96979116001945,217.42199659533074","98.86245288180935,215.638937864786",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\2_73.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,2
1498,"254.06060007295721,136.89187135214007","254.11186770428017,131.0958627188716","253.9483979815175,133.12015138618676","247.28546023832686,137.37436162451363","108.08811861624514,126.59928258754864","221.13908985894943,156.10379681420233","110.97753526264592,129.3733888618677","119.7975589737354,119.25432423394942","125.96375699173151,118.86855544747083","137.9568184581712,95.9135077213035","137.6292254377432,97.39383967655642","101.75135274805447,174.23887402723736","95.67607003891051,173.6187986381323","110.57942455009727,188.4367400291829","100.08592230058366,187.7375668774319","101.5710268725681,217.3809885700389","98.32991093142023,215.25331347276264",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\3_76.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,3
1499,"254.1427681177043,136.66999027237355","251.45203064202335,134.16342412451363","253.76674975680933,132.840953307393","112.90956347276264,107.69334417558366","110.58034411478599,117.66718598005836","110.06012129134241,123.72478416828794","112.90226775291829,124.07390716196498","117.76395306420234,117.29523346303502","125.4641825753891,109.50499300826849","111.72631930933852,158.61771947957197","135.55319795719845,88.80288636916343","100.29331833657588,171.8972215466926","94.22145549610894,169.89510882782102","110.85231487110894,187.7680265077821","102.14514682636187,186.84333961575877","104.87294807879377,217.46110469357976","100.19823078793775,215.27108159046693",Squat,..\Python\dataset\Squat\How To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\4_79.jpg,datasetSquatHow To Do A Squat Exercise - Squat Exercise Demonstration - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,4
