Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path
"127.70931116245136,85.51966804474708","125.41007265321012,82.25202152237354","129.96267023346303,80.8497157709144","130.9312682392996,84.57410475437743","132.98542375972764,84.15656158803502","138.90003343871595,96.76437864785993","139.8597701848249,96.29134241245136","129.06008329280155,105.76452304231518","128.63056298638134,105.62118494649806","119.78348431420234,100.39216014105058","112.81406553988327,102.88057058608949","146.90533803501947,136.29760457198444","145.60086332684824,136.9468172422179","135.51489542801556,165.93093385214007","135.0338946984436,165.26526021400778","141.87727991245137,197.7900960603113","142.28951848249028,197.23572774805447",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_2_original\145.jpg
"128.23957320038912,85.53781614785993","125.74058396157588,81.87759910019456","130.36436040856032,80.60965618920234","131.09823382782102,83.68360894941634","133.23723249027236,84.22573413180935","138.45244102626458,97.27807332198444","140.08096729085602,96.80024927042801","128.10429839494162,104.82510031614787","127.14681116245136,104.56997051313229","113.0936968020428,102.25932484192607","112.60213247811284,102.24359344601167","146.9239117217899,136.6224616974708","145.44167983949416,137.32599708171207","135.9288971303502,166.26307149805447","134.36291646400778,165.59729146400778","141.41400170233464,197.59777784533074","142.00565418287937,197.0101076118677",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_2_original\151.jpg
"128.42956590466926,85.58817941391051","125.42719479571984,81.6554596303502","126.33751823929961,83.22828003404669","130.64191695038912,83.70880958171206","133.8188381566148,84.18268938472762","138.31666464007782,97.42821315661479","140.46320221303503,96.86411721789884","128.06362475680933,104.71191026264592","127.77892448929961,104.28535384241245","109.93138223492218,104.99182271400778","112.6459295963035,102.06537268968872","146.09551313229574,136.82266840953307","145.44257660505838,137.4068579766537","134.6803410749027,166.24471060311285","134.70461454280155,165.53395549610894","139.28479146400778,199.2398163910506","142.08315600680933,196.63848188229574",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_2_original\157.jpg
"126.4681952213035,83.25353386429961","123.55551586819067,80.52282192363813","124.95736563715954,80.33418196741245","128.57069248540856,81.28313472762646","132.65314931906616,82.04453428988327","135.8362262889105,94.13709873540856","139.26785931420233,95.77980605544747","130.10130410992218,103.98810645671206","129.22963278210116,103.5494892996109","120.5767798516537,99.7000395184825","119.11201969844358,100.27575541099222","145.89050340466926,134.79568944552528","148.42088703793775,134.9973097033074","135.0625,166.19937074416342","136.97565053501947,163.75492461089493","140.9212214250973,196.66634241245137","141.3510609192607,196.16222337062257",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_2_original\163.jpg
"130.4629438229572,84.68515928988327","126.6809262524319,82.81465831712062","128.6616609922179,82.02177316391051","120.95879438229572,83.27140077821012","127.48238387645915,82.48994558608949","115.76341348492218,95.11956620865759","124.29410870622569,97.24104754377431","117.18041707198444,111.53746656128405","130.02197835603113,102.6493342655642","141.14092898832686,102.18643604085604","147.68379134241246,103.94889196254864","107.43731760700389,137.84492035505838","109.1047543774319,136.77954766536965","122.89823230787938,164.61376763132296","120.48950480301556,165.05824416342412","121.8543363934825,183.35183608949416","121.12743190661479,182.85957259241246",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_flipped\100.jpg
"129.7006930933852,84.67436770428016","126.83718385214009,82.80639743433852","128.9082563229572,82.20342898832685","121.34730666342412,83.1725361746109","127.78752735894942,82.73538576118678","115.4607779061284,95.8228204036965","124.62465041342412,97.25631535749028","114.45281341196498,112.9545233463035","127.99057636186771,104.3872735286965","133.04477748054475,101.79166919990273","144.9244133025292,104.20855879134241","107.58847580252919,136.86089494163426","111.18525808608949,135.11375243190662","118.8920233463035,157.03044443093384","120.44381535749028,162.49059156128405","120.32731943093385,183.20618008268482","120.94427893968872,182.79360712548637",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_flipped\112.jpg
"129.8760031614786,84.73931481031128","127.06212001459144,83.05527267752919","128.42429170719845,82.40932028210116","123.59561952821012,83.14219053988327","126.37355605544747,82.89007782101167","115.9273923881323,96.84099130593385","123.03568822957199,97.3589798151751","114.97432818579767,113.79829614542801","116.20653726896887,111.10872142509727","139.85677589980546,102.631968932393","143.93661843385215,105.1502842290856","107.92600924124514,137.32914336089493","109.57408195525292,135.58402237354085","121.723499817607,162.6715558122568","120.89299610894942,163.4205526507782","121.4419078307393,183.52279912451363","121.61278726896887,182.92793956712063",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_flipped\124.jpg
"129.6428137159533,84.25140594601167","126.52962366245136,82.61472519455253","129.10361442120623,81.9872780885214","121.08127127918289,82.75054717898833","128.7607915856031,82.42642722519456","115.63436284046693,96.06177802772373","125.34890260214009,97.17980149562257","114.88419564688716,113.0102672057393","129.31642144941634,103.99495379377431","132.82475072957197,101.55391992947472","146.13658195525292,104.55965770914398","107.70287420963035,137.08987414883268","110.77672057392996,135.62852626459144","122.41584083171206,161.98159350680933","120.66164579280156,162.54322714007782","121.34758025291829,183.8852444066148","120.99398103112841,183.34168287937743",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_flipped\106.jpg
"129.51579219357976,84.5657982733463","126.88495561770428,82.99451301070039","128.81158803501947,82.35846303501945","123.5132766901751,82.8392889713035","127.35565114299611,82.75154274075875","115.75075237110894,95.69110986138132","123.88760031614787,97.27453185797665","114.92581164883269,113.09200206712062","115.68229419990273,110.04768056906615","140.1624817607004,102.93085785505836","144.93859435797665,104.12698352383269","107.35327243433852,136.2446650048638","109.79155520428016,134.5904517266537","119.96714646157588,154.69946194066148","120.40588521400778,161.91117461089493","122.02874969601167,183.40425887645915","121.85939019941634,183.00284229085602",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_flipped\118.jpg
"125.68757599708171,85.21223705009727","124.70716044503891,82.91360651750973","127.9423030155642,82.31082806420234","127.21742005107004,81.82007690904669","132.92737718871595,82.16561284046692","133.8377310311284,95.74336545476653","139.0729571984436,96.64138497081713","127.60700389105058,104.74603295233463","135.56841257295721,108.4876732733463","122.15543683122569,99.94424854085604","121.43499969601167,100.25823808365759","145.6085846303502,135.68544807879377","149.34368920233464,135.61753708657588","134.85376641536965,166.6426009241245","137.36691391050584,163.18202821011673","139.88580678501947,196.22124270428017","140.72941999027236,195.7914944066148",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_original\100.jpg
"128.1497598492218,84.27941087062257","125.13547239785993,81.40321011673151","126.74081195282102,81.47948838764592","128.4889348249027,82.65303532344358","133.86711150291828,82.92027906128405","135.0700237110895,95.32385396400778","140.50226471303503,96.19880076605058","127.73466378891051,104.1752796692607","130.61735469357976,103.2630638983463","111.82414275291829,102.39514682636187","112.65631839737354,102.0089752553502","145.41641840953307,135.74977200875486","148.506125364786,135.68666403210116","134.46520853599222,166.46390138618676","136.6452912208171,164.4724738570039","139.42871473735408,199.81433912937743","139.74632174124514,189.07122446498056",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_original\106.jpg
"127.02672057392996,84.74238509241245","124.31675583657588,81.51778331712062","126.64831590466926,81.53454067363813","128.68754559824902,82.49967321254864","133.97422178988327,83.06087366245136","135.13057818579767,95.35355362354086","139.90286053015564,96.92758998054475","128.26077638618676,104.89498723249028","130.90991305933852,104.61999939202335","120.91563563959144,99.92627523103113","119.01656736381324,100.2481532709144","145.7525839007782,135.74904243677042","147.31029608463035,135.70513132295721","135.01571619649806,165.23755167801556","135.44848917801556,163.94260700389106","137.28796814202335,189.62442242217898","139.22403939688715,189.30456590466926",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_original\112.jpg
"126.57715223735408,84.96789883268482","123.90690357490273,81.18053866731518","129.42976349708172,79.90711636673151","129.88114056420233,82.85320403696498","133.31101045719845,83.5540795233463","137.28039883268482,97.75085116731518","139.90672118190662,97.11485438959144","127.76106517509727,104.44741001945525","127.091796875,103.58716105301556","119.91438168774319,99.50642175340467","112.31994771400778,101.88638436284047","146.877751094358,137.08660627431908","145.931906614786,137.48521096789884","134.96178866731518,167.2294655885214","136.5250182392996,164.51571619649806","141.07298759727627,197.46191026264592","140.6237384484436,199.34890260214007",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_original\118.jpg
"126.83532192363813,84.42233858219845","124.39863509241245,80.91910870622569","129.47464737354085,79.67503647859922","131.49931602626458,82.70886277966926","132.51179474708172,83.54860013375486","139.48062074416342,96.9525170233463","140.34244285019454,96.54378191877431","129.91067303015564,104.3189901507782","129.67955070525292,104.07079888132296","112.83478234435798,101.87465041342412","113.2322622811284,101.6392798516537","147.10372081712063,135.99911843385215","145.22270184824902,136.6271431177043","135.66761916342412,165.4708931177043","135.32193883754863,164.88928745136187","141.23291585603113,197.58283681906616","140.2544078307393,199.53407709143968",Squat,..\Python\dataset\Squat\Squat Exercise - Physical Therapy Exercise.mp4_4_original\124.jpg
"135.82423394941634,123.34247324902724","132.87787268968873,119.91901750972762","139.11695950875486,120.66890351410505","127.6062591196498,121.13860347762646","142.13068458171207,122.14311010457199","121.32620987354086,139.7675249270428","140.28857611867704,140.46618129863813","120.60806025048639,159.69511490758754","143.42245257782102,161.63194613326849","121.39228173638132,169.12516719357976","146.87770549610894,171.84862901264592","114.35492917071984,174.9104450389105","137.56588946984436,176.94722762645915","111.58580070525292,203.1308821741245","141.2292527966926,197.68981031128405","107.56555508268482,230.41476167315176","137.09779304474708,225.14108098249028",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_flipped\256.jpg
"136.0347610651751,129.486062135214","132.61502918287937,125.02907648346304","138.97650170233464,125.22329462548639","125.98412420963035,125.84768664883269","141.1582867217899,126.56390594601167","120.97039153696498,145.64171935797665","140.53276994163426,145.5599160992218","121.18740880350195,166.20511612354085","144.28828732976655,167.4071771643969","122.06280398832685,173.6203337791829","143.33595269941634,176.66375851167317","116.38907465953308,181.0980514348249","137.7960542315175,182.01807210603113","110.81001489542801,202.3273042315175","140.44584447957197,197.07399075875486","107.5580389713035,230.41188898346303","136.1463247811284,225.52357429474708",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_flipped\262.jpg
"136.0062013618677,126.52290552042801","132.0549762889105,123.18808517752919","138.39406006809338,123.60970938715954","126.09373480058366,123.94319978112841","141.23039275291828,124.68236259727627","121.00038758511673,141.90526203793775","140.08581590466926,143.51833049610894","120.16561284046693,161.77532222762648","141.97753526264592,164.48373662451363","120.43702881809338,168.41181298638134","142.41980787937743,172.3524592655642","116.16228416828794,176.88481882295721","137.06633025291828,178.99460420719845","112.65072501215954,199.3505593385214","141.36691391050584,195.385031614786","107.91721637889106,229.900124635214","136.45076909046693,225.3575510700389",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_flipped\268.jpg
"135.35762706712063,114.04369832198444","131.4293987110895,110.62056177042801","137.11559156128405,110.88421844601167","125.43411812986382,110.10024775048639","140.2323382782101,112.38126215953308","121.29587943822958,130.06962852626458","142.1407313959144,131.56617825875486","120.90583961575875,152.7220026750973","143.32406675583658,155.28936648832686","123.18770519212062,162.80526507782102","141.63994102626458,164.5578793774319","114.87379924610894,168.99996960116732","137.1329188959144,171.52814931906616","113.518421692607,202.19772920719845","139.67944430933852,199.11530277237355","107.14070859678988,229.2983797422179","137.64383207684824,224.16804474708172",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_flipped\274.jpg
"134.83341439688715,94.29499787208171","130.34954097762648,91.52028362110894","136.4321650048638,92.1204325753891","124.36508998054475,94.37116214737354","141.13837548638134,92.87023498297665","119.75349586575875,113.02425066877431","140.45905277237355,115.57937135214009","119.9545537451362,139.4320890077821","142.91120500972764,140.29926130836577","128.56449112354085,143.2259089250973","146.67210299124514,144.15538363326849","114.059969297179,157.3170142266537","133.2050249270428,160.54293835116732","115.25760730787938,193.02852930447472","142.4573504377432,189.63237171692606","109.47888041099222,231.01611138132296","140.03220756322958,225.72127310311285",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_flipped\280.jpg
"116.67202699416343,127.07709903939688","116.06637585116732,124.54520306420234","120.01649896643968,124.92815995865759","114.02564141536965,126.01062439202335","127.88699233949417,127.22245865758755","114.69806359435798,143.51691695038912","131.96745804961088,142.0645823200389","115.30716500486382,163.11391962548637","134.12706712062257,162.9172543774319","106.2317075024319,172.88261490758754","129.0780186040856,171.80076605058366","115.366343932393,176.81734861381324","137.81628465466926,181.0544747081712","113.33492673881324,199.17909472276264","140.36335724708172,203.99235469357976","115.70368737840467,222.33640868190662","143.90354450389106,229.78313472762648",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_original\268.jpg
"117.34426678015565,128.59540673638134","116.34239725194553,125.71624969601167","120.94833718385215,126.14299610894942","113.71723005836576,126.423828125","127.95206104085604,127.82417315175097","114.78234435797665,146.2157709143969","133.78991366731518,146.18794078307394","113.80548546935798,168.13491001945525","135.04772616731518,165.00626215953307","109.47692728599222,175.22940479085602","129.15661478599222,171.58222884241246","116.38308608949417,180.79556785019454","138.31079766536965,182.38343567607004","113.10002735894942,198.2994589007782","142.475407344358,206.14558000972764","115.22081712062257,221.2698504377432","144.33298881322958,230.54158560311285",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_original\262.jpg
"117.15721516293775,124.12664153696498","116.85820464494164,121.05104723978599","120.52004803015565,121.22787724951363","118.25281189202335,122.78889530642023","127.78368190661479,122.33133967655642","115.83912177772373,140.69601167315176","131.91413849708172,139.3429900291829","115.70739603599222,160.45680325875486","132.20611928501947,159.60932940175098","106.86632873297665,172.60449598735408","129.71777723735408,170.95567850194553","115.59811223249028,175.6774987840467","138.1896887159533,178.44775960603113","113.06718142023347,199.0138314688716","140.796875,203.6768148103113","115.94365576361868,222.3987262889105","143.5985834143969,230.02223674610894",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_original\256.jpg
"117.58030611624514,113.58195525291829","116.6828793774319,111.14346729085604","121.1816938229572,111.43083505593385","114.39612718871595,112.99679292315176","127.9927954766537,112.17864633998055","112.01893847276264,131.36563715953307","133.5571954036965,132.45482733463035","111.00457502431907,152.0386673151751","136.2285384241245,152.7494528210117","110.04338673394942,163.8194157344358","128.8576118677043,162.90120379377433","117.56341956468872,171.68275778210116","137.8747112110895,171.40515564202335","112.24412542558366,193.2537998540856","139.90433487354085,203.0188168774319","116.71419017509727,220.45762402723736","143.68332016050584,232.0237566877432",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_original\274.jpg
"118.11597914640078,94.6588339007782","117.81766780155642,92.01038120136187","121.55638983463035,92.26068518968872","114.22377340710116,95.08248723249028","128.6061223249027,94.95419655885215","110.86229328793775,116.58929657101167","135.19175583657588,116.1552468385214","110.24646613570039,136.92465649319067","134.1382234922179,141.75267509727627","107.32461393482491,137.5697653210117","122.00972762645914,141.30031006809338","126.05588065418289,157.6988235651751","139.96855240758754,158.2066360651751","110.0503328672179,188.07478112840468","135.38234131809338,195.44438533560313","117.16783955496109,226.21250303988327","133.78926009241246,225.20396096789884",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_0_original\280.jpg
"117.39571680447472,108.34077091439688","116.98100072957199,105.62740910749028","120.94659685068093,105.38961423881324","115.89918227140078,104.5105863934825","127.71498054474708,106.9154608463035","113.00766050583658,124.55694461332685","132.42915552042803,124.47533894698444","112.04754377431907,146.94627006322958","133.3135335603113,147.01194674124514","106.33668987110894,157.2549398103113","125.86711150291829,157.1296662208171","118.37509879620623,165.62109375","140.07987293287937,167.44353416828795","111.87883025291829,191.0962883025292","139.60168409533074,200.2809612110895","116.78017844114787,220.51313229571986","144.56090406128405,232.91859192607004",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_original\246.jpg
"117.25655094844358,128.6910110651751","116.10451878647861,125.89752553501945","120.88594357976653,126.19661205009727","112.9103158438716,126.4251732733463","128.1170051070039,127.89737354085604","114.39059460116732,146.4128465466926","133.50212791828793,146.18505289396887","113.44991792315176,168.5099252188716","134.8881474951362,165.31806298638134","109.90268573686771,174.95952395428017","128.9005806177043,170.6142844114786","117.03305873054475,180.4831590466926","138.28371230544747,182.11730909533074","112.96279942850195,197.44376215953307","142.27577821011673,206.18225620136187","115.56195282101167,220.96876519941634","144.10350802529183,230.9820038910506",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_original\264.jpg
"116.21234344601167,127.68605605544747","115.87072136429961,124.72812803988327","119.96050431663424,125.24508298881324","114.43227900048639,126.27456225680935","127.998890442607,127.0386141172179","115.4530186040856,144.1114877188716","132.0939627918288,142.46350620136187","114.22256505350195,164.81544868677042","133.4149896643969,162.12566877431908","105.15515564202335,173.54600863326849","128.60107611867704,171.42745318579767","115.16986107733463,176.64334569552528","138.51442424610894,181.66733037451363","112.97150109435798,198.06287998540856","141.1494710603113,203.60659350680933","116.0799185311284,222.2173212548638","144.39330009727627,229.91313533560313",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_original\258.jpg
"117.38278210116732,119.5651902966926","116.2241609922179,115.86239968385215","121.8402921327821,116.83374118433852","114.4192379012646,117.4267312135214","128.5433639348249,117.83452395428016","113.88216652480546,135.91439688715954","133.99212670233464,136.11884423638134","109.50744771400778,155.2367461089494","133.1542132782101,157.69347337062257","108.48464858949417,161.3263314688716","125.50450662694553,159.2641202577821","115.58803501945525,173.30176921206225","137.8933152966926,175.35984618190662","111.92600164153697,195.70336819066148","139.31623905642024,203.963688594358","117.43338095817121,221.38339007782102","144.03552103599222,230.6052559581712",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_original\252.jpg
"117.865234375,122.98673850924125","117.18767479328794,120.32962214250973","120.68379134241245,120.4017357733463","116.02606699902724,121.30955131322958","127.69421814202335,121.89236533317121","114.98736928501945,139.4059612110895","131.74043956712063,139.2116518725681","113.14060980058366,159.80547786964982","132.46662208171207,158.84789944066148","104.69395975194553,172.90281493190662","129.82420355058366,172.51250911964982","115.58312560797665,175.46111989299612","136.77696376459144,177.30287876945525","113.35181329036965,198.75044078307394","140.34297482976655,203.64930386673151","116.0051450024319,221.7615059581712","143.03515625,229.8527784533074",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_original\270.jpg
"135.87206651264592,107.78577182636187","132.77589980544747,104.67062104815176","138.99696011673151,105.58661387402724","125.05279517266537,108.05126763132296","143.15608280642024,106.43218780398833","123.29089402966926,124.92199659533074","143.26068518968873,124.85130410992218","123.08532192363813,148.35513436284046","146.02479024805447,147.0030854815175","123.44925674854086,162.47320342898834","153.64214494163426,162.0070981274319","114.71240424367704,165.36945221303503","138.14290491245137,167.11477079280155","113.60550674854086,200.09469236381324","141.4674884484436,194.72709447957197","108.11172330982491,230.6458991974708","139.37261369163426,223.66422969357976",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_flipped\246.jpg
"138.0726076118677,119.09958657587549","132.06713582198444,116.37496960116732","138.08238083657588,116.1569643725681","126.2410247446498,116.26656736381324","142.3742400291829,117.86546236624514","122.34421358219845,133.23198869163426","141.51158195525292,135.00851167315176","121.66682119406615,154.9945586089494","144.05549306906616,157.08760943579767","123.92367613083658,161.47428258754863","150.5713460603113,169.85796145428017","114.72419899075875,171.80714980544747","138.20367217898834,174.2121534533074","112.13804869892996,204.21976836089493","140.8061162451362,198.9768512889105","107.51391506566148,230.5859375","137.52328550583658,225.36405642023345",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_flipped\252.jpg
"136.36606274319067,129.8065874270428","132.86375243190662,125.231578307393","139.36110773346303,125.20022191147861","126.43408773103113,125.97438138375486","141.45266901750972,126.8484238205253","120.8775839007782,145.56696862840468","140.42464129377433,145.5074933122568","121.19898315904669,166.32943214980546","144.03287633754863,167.82964494163426","122.6726121716926,173.62224890564204","141.85210967898834,176.6682575389105","117.09550553258755,180.16877431906616","137.9202638618677,181.69630046206225","111.61173850924125,199.62050097276264","140.43651203793775,196.03117400291828","107.64625638375486,230.8868251459144","136.62772069552528,225.66845513132296",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_flipped\264.jpg
"135.66999027237355,123.36756748540856","132.3391901750973,119.87978021643968","139.01513861867704,120.19733402237354","124.98078033803502,122.651500182393","142.14181055447472,121.3262250729572","122.35857703064202,138.47074112354085","141.34703307392996,139.26886247568095","120.26547300583658,159.37348005836577","143.25109435797665,160.76895367217898","125.85501276750973,166.02605179961088","147.68754559824902,171.21099829766538","115.4637113934825,172.721501094358","137.74653453307394,175.24296267023345","112.1257371716926,201.6357155885214","140.44648285505838,197.30035566634243","108.14934946498055,229.9922938959144","138.16936709630352,224.8834204766537",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_flipped\270.jpg
"134.68663363326849,125.72399379863813","131.19493251459144,122.83966895671206","138.35268725680933,123.04763497081713","124.62363965223736,125.66616001945525","141.28147799124514,124.06876975924125","121.44785080252919,142.14132417315176","140.16079462548637,143.36425401264592","118.73030155642023,161.3731304717899","142.20137706712063,164.13337487840468","118.9161220209144,168.94440053501947","144.05473309824902,172.4924762889105","115.40606760700389,177.1293014348249","136.80927772373542,179.69788120136187","111.80726380107004,202.53310432879377","141.23434460116732,195.74474100194553","107.50795689445525,230.14647677529183","137.26130836575877,225.53571862840468",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_2_flipped\258.jpg
"135.98743008268482,127.5581985651751","132.41249696011673,124.11042375972762","138.5709204766537,124.35603112840467","124.89827030642023,125.83190965466926","141.7431906614786,125.40238174854086","122.82522191147861,142.88562439202335","139.13924185311285,144.07288120136187","119.73323504377431,162.7771613570039","144.40307332198444,165.87612475680933","118.13058578550584,172.54280155642024","142.79161600194553,175.25647495136187","115.83686466439688,178.14035141050584","136.38966743677042,180.95303380350194","112.17019546449417,198.489968385214","137.00656614785993,197.6365059581712","107.030672422179,228.4764561040856","135.57779061284046,224.82649866245137",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_flipped\21.jpg
"135.45216743677042,116.62338886186771","132.161797786965,113.44252340710116","137.77986685311285,113.68303137159533","126.32616427529183,112.63687074416343","141.23644212062257,114.1642752918288","123.895640807393,132.3079857733463","141.2244801799611,133.19487171692606","119.67674641293775,154.09993616245137","142.48446619649806,155.26636977140078","123.70442455009727,165.23881322957197","142.4792071984436,166.14565600680933","115.2789016901751,170.90462366245137","135.48062074416342,172.38393725680933","113.57235682149806,201.95970634727627","139.15237414883268,197.84873540856032","108.09595391536965,228.0826848249027","136.8727048881323,222.8639348249027",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_flipped\27.jpg
"135.03390989785993,96.43597245865759","133.13755471789884,92.77609739785993","139.07417315175098,93.14350528939688","124.61771187986382,94.60170689445525","143.00785809824902,94.36380562986382","119.72903240515565,114.51541980787938","139.66935189688715,115.79189719114787","121.02171236624514,142.39924306906616","139.10200328307394,140.64684156128405","131.13649075875486,141.52091439688715","143.4627614299611,143.46563411964982","113.95211423881324,158.33149927042803","127.41035384241245,160.28021643968873","113.35503556663424,193.21367339494165","128.32006930933852,188.39240333171207","117.626375547179,224.33143847276264","140.03634180447472,224.01334508754863",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_flipped\33.jpg
"133.1654304474708,69.6569871716926","129.74474100194553,64.75742491488327","136.45569370136187,66.94104906371595","123.18686162451363,68.60442758998055","140.99115393968873,68.2655718020428","120.6575419503891,87.65019303258755","138.48331104085602,92.62926343628405","119.60271005593385,119.41971668287938","137.72400899805447,119.17010426799611","127.53439627918289,123.01215193336576","138.51478903210116,123.5581985651751","122.32579948929961,142.47697288424123","116.82161964980546,141.1630593385214","138.35809824902725,184.6157131566148","119.57965254134241,184.0802377188716","106.42824355544747,226.41476167315176","125.72179748297665,224.21349100194553",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_flipped\39.jpg
"132.14472884241246,48.71621169747082","129.66546084630352,45.85103812013619","136.9639469844358,46.620234982976655","122.3469418774319,48.76415825632296","137.71741245136187,47.89849829766537","118.33641628161479,70.92154821254864","137.61875303988327,74.01983523832685","118.76795811040856,100.28836332684826","138.73106152723736,99.46302741974708","129.54169199902725,121.06541068822958","148.68163302529183,118.37190691877431","115.68460451118678,129.91432089007782","131.9437317607004,130.256657344358","116.33483554231518,180.15211575875486","136.15348370622567,176.7939719114786","120.87995500972762,223.036843385214","133.96148467898834,222.08701665856032",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_flipped\45.jpg
"117.33273042315176,127.50805569066148","116.24533377918289,125.04026325389106","120.94178623540856,124.9367628283074","113.90675918044747,125.23261946741245","128.12484800583658,126.4416190418288","114.30917892752919,144.70695525291828","133.0797057392996,143.15562682392996","114.68936952821012,166.41951909046693","134.5953307392996,163.67743798638134","112.38468962791829,176.65644759241246","131.38626276750972,173.30762098735408","114.35890381809338,179.68113144455253","135.49309946498056,182.67973309824902","114.2709599951362,198.9867765077821","141.43476410505838,202.1103781614786","116.2354313594358,221.20704644941634","145.09823382782102,228.72166828793775",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_original\21.jpg
"117.37767509727627,115.01475103356032","116.57562469601167,112.0639287451362","121.0377173516537,112.48394181663424","114.6036752188716,110.59743585846303","126.60986138132296,112.6854936770428","114.56945373297665,132.62688472762648","131.9443853356031,131.40995865758754","112.96928197957199,151.37834387159532","136.78546023832686,152.2616123540856","115.92439810311284,164.13953064202335","130.46615089980546,164.92555325875486","119.0143026507782,173.02071680447472","137.95431055447472,173.17423090953307","111.52020762402724,192.8350407344358","141.3706985651751,203.1853112840467","116.91581043287938,218.98350863326849","144.4691755836576,228.09888740272373",Squat,..\Python\dataset\Squat\The Most Effective Squat Challenge - 100 Rep Fitness Blender Squat Challenge.mp4_1_original\27.jpg
